text,category
"
Делали платёж от клиента на наш бизнес счет открытый в другом банке в отделении КредоБанка в сумме 14000грн. В банке допустили ошибку при заполнении расчетного счета IBAN сначала согласились, потом всю вину переложили на нас. И стали отрицать. 
Сотрудники банка на следующий день позвонили и сказали, что деньги вернулись обратно, продиктуйте первые цифры IBAN или придите в отделение если нужен чек, с женой пришли в отделение принесли старые платежки, но тут оказалось, что из-за того что в платежке был указан только номер телефона жены, а фамилия и имя человека за которого платили в платежке были другие, отказались возвращать деньги и начали требовать того, человека, кто оставил нам деньги. После чего сказали, что мы предоставили не правильный счет, я опять дал проверить им и оказалось, что это глюк ихнего компьютера, он удаляет эту часть кода для оплаты, деньги конечно вернули спустя 5 часов проведенных в банке, когда пришел клиент который платил нам наличными. 
В итоге сами допустили ошибку и сделали меня виноватым ещё и деньги не хотели отдавать. Не вернули комиссию в сумме 140 грн. Из-за ихней же программы, другими словами, этот банк я никому не рекомендую!!!
",Negative
"
Являюсь давно клиентом этого банка. В последний раз мне выдали именную карту не с моей фамилией. Сразу не посмотрела так как спешила очень. Позже когда обратилась с этой проблемой в банк, мне сказали что карта не перевыдается. И типо какая мне разница какая там фамилия написана. Истечет срок и сделают мне с моей фамилией карту
",Negative
"
Четыре раза обращалась на гарячую линию ПУМБ, все что может оператор зафиксировать заявку. Ни единого разу не получила ответ на свой вопрос. А зачем отвечать клиенту — это не практикуется в этом банке. Поговорить с компитентным специалистом не возможно. Ответ один — можем зафиксировать заявку. МОИ номера заявок — 1208662839 — 11 марта,1176443777 — 2 марта,1712814539 — 24 февраля,1178313849 -17 февраля. Так кто же и когда ответит на мой вопрос — мне положено 0,5 % по программе лояльности клиентам. Очень плохо работает банк с клиентами — неудовлитворительно. Полный игнор — отсутствие обратной связи.
",Negative
"Як відмовився від карточку, не залишаючи її???",Negative
Як мені закрити кридит,Negative
"Не можу увійти у додаток. Пишу пароль, а мені видає що він неправельний. Що робити?
",Negative
"
я военнослужащая. получила деньги на квартиру от части. при обналичивании сняли процент. согласно постановлению кабмина не имели права. Уже три месяца не возвращают. Что у банка нет Денег или… Может в судебном порядке решить эту проблему?
",Negative
"
21.01.2020. Были снятия с моей карточки деньги. С карточки деньги снялись но я их не получил. Позвонил на гарячую линию создали запрос о спорной транзакции и ждать 30 дней. Прошли 30 дней мне говорят ждите ещё. Сколько ждать не говорить. Банк ужасный. Не рекомендую вообще.
",Negative
"Прошу надати вичерпну відповідь стосовно того чи видає Кредобанк банківські гарантії виконання зобов’язань (забезпечення виконання контракту, що фінансується міжнародними організаціями, наприклад NEFCO), якщо так то на яких умовах?",Negative
"Электронная карта 02/2020. 11.02.2020 пришла СМС что карта будет перевыпущена 13 .03.2020 пришла СМС что карта закрыта, скажите когда карта будет доставлена в банк?",Negative
"Які у Вас працівники незаінтересовані що сплатити кредит я можу і незаплатити в мене в Україні нічого не ма але я стукає в двері а мені не відкривають то як розуміти вам потрібно повернути гроші чи ні кажу що я В Польщі знаходжуся а вони прийде до нашого відділення я невийздна до два роки на Україну по перше хочу сплатити а у Вас немає інтересу то і не буду тоді платить якось з приватом банком так і налаштував картки на інший номер тел.а у
вас проблема і оператори терпляче так теж було щось не так але вислів зміною 3 години і ми все зробили велике дякую працівникам операторамПриват Банку чекаю на вашого дзвінка +48690264700 Олена можу бути на праці то будьте ласкаві до дзвонити як в Приват передзвоню вали і доводили до кінця свою справу дякую гарного дня… О це так Гроші є на кредит щоб весь закрити то нікому діла нема до цего просто смішно що вирішити питання з Европі в телефоном режимі так важко як знаете я чикати на дзвінка ",Negative
"Чи можу я оформити у вашому банку карту для виплат, для того, щоб отримувати грошові перекази з Росії?",Negative
А со сколько обед в Агриколе в Конотопе,Negative
"
Являюсь клиентом банка уже шестой год. Зарплатня карта.
Так же один раз брал небольшой кредит и ещё несколько раз менял валюту в пределах 100-200 у.е.
Опыт не богатый так сказать.
Все операции по своей з/п карте в виде расчётов в магазинах делал картой данного банка. А вот уже перечисление денежных средств на другие карты, пополнения счетов, пополнение мобильной связи, оплаты коммун услуг и т.д. Я делал из приложения другого банка привязав туда свою з/п карту. Потому, что аваль за все берет немалые проценты. А из приложения другого банка 0 процентов на все переводы. Так было удобно много лет. И вот сегодня пришло сообщение в вайбер, что 
з 25.03 змінюється комісія на миттєві перекази з карток нашого Банку на картку іншого Банку через мобільні додатки інших Банків. 

Вона становитиме 1% від суми переказу + 5 грн.

Разом з тим переказ за реквізитами в додатку Raiffeisen Online «Платежі- За реквізитами IBAN» — з комісією 0 грн!

У Вас завжди є вибір…

Как вас не обматерить? Это для удержания клиентов?
",Negative
"Здравствуйте!

16.12.2019, 08:00 рассчитывался картой в интернете (оплата покупки) на сумму 764 грн.:

«Операція купівлі в торгово-сервісній мережі №20909133, 536639******4894… „

Согласно условий программы лояльности должен быть начислен cashback. Операция по счёту прошла. Кешбека нет. Просьба произвести начисление.

(ИНН 2997515371)",Negative
"
В конце 18 года взял в кредит качественный фотоаппарат через otb bank, платил вовремя и больше обязательных месячных сумм чтобы досрочно закрыть кредит.В январе этого года позвонил в банк уточнил сумму досрочного погашения после чего оплатил ее, опять же позвонил в банк убедился что оплата поступила, кредит закрыт, задолженности за мной нет.На следующей день пришла смс от банка с словами благодарности и о том что договор закрыт… Сегодня приходит смс, полтора месяца прошло, о том что я нарушаю условия договора и не плачу ежемесячные платежи по закрытому уже договору… Звоню по указанному номеру — мне хамят и убеждают в том что я должен еще платить и плюс растет пеня.ссылаясь на то что у них полгода назад произошла ошибка и они ее только выявили.
В полном недоумении еду в отделение otb bank, работники банка сами не понимают что происходит, как закрытый договор уже открыт, но при мне звонят по своим номерам и их убеждают в обратном — и я уже слышу от них балладу которую слушал от хамов с утра — слово в слово… Спрашиваю начальство, директоров, в ответ нет на рабочем месте…
Терпение лопает, день уходит в никуда… нет слов… Достали
",Negative
"Як відмовитися від замовлення карти, не забираючи її?",Negative
"Доброго дня. Скажіть будь ласка до мене дзвонили з візового на подачу документів, але я не мав змоги відповісти, що робити?",Negative
"
Являюсь обладателем зарплатной карты, обслуживаемой банком «Пивденный». Зарплата была перечислена на карту 11 мая 2019 (это была рабочая суббота, отработка за 30 апреля). При попытке снять её в 
понедельник 13 мая обнаружилось, что сумма к выплате всего лишь 32,28 грн. Обратилась на горячую линию и оказалось, что каким-то образом деньги были сняты 
двумя платежами ночью: 11 мая в 23.58 (5000 грн.) с банкомата на улице Черняховского и 12 мая в 0.00 (2000 грн) в том же банкомате. Зарплатную карту я не теряла, пин-код знаю только я, в это время в указанные даты я находилась дома. Обратилась в отделение « Главное» на Краснова, написала заявление о транзакции, произошедшей без моего участия, срок рассмотрения заявления 30 дней. На вопрос сотруднику, принимающему заявление, каковы шансы на возврат средств, непонятным образом исчезнувших с карты, был получен ответ, что этим занимается специальная служба и ждите, Вам позвонят. На просьбу дать телефон данной службы- отказ. И посоветовала не пользоваться банкоматами, а снимать деньги в кассе в отделениях банка.
",Negative
Доброго дня. 06.03.20 осуществила перевод на карту клиента вашего банка 5355 0762 2619 5774 Науменко Тетяна Николаевна в размере 2000 тис. грн. Перевод делала с карты приват банка о чем есть запись в личном кабинете пользователя. К моему сожалению этот нехороший человек оказался мошенником. Есть ли возможность как нибудь наказать мошенника и вернуть денежные средства?,Negative
"Мені неодноразово дзвонять з банку про погашення кредиту, я не являюсь клієнтом вашого банку.Прошу розібратись по цьому питанню.",Negative
"
Работала на избирательном участке весной членом комиссии, в апреле 2019 года Укргазбанк открыл карту для начисления оплаты, после первого тура я забрала все деньги и хотела закрыть карту, но специалисты банка начали уговаривать не закрывать, утверждали что за второй тур выборов сюда же будут платить зарплату, уверяли что за обслуживания карты оплаты нет! Во втором туре я не участвовала, соответственно картой не пользовалась и не закрыла. Сегодня хотела закрыть в отделении, но в банке кассир сообщила, что условия изменились в мае, и обслуживания составляет 5 грн/ месяц, а раз денег на карте нет, то надо заплатить за пол года обслуживания и тогда только закроют! На вопрос почему не сообщили о изменении обслуживания по смс, она ответила что надо было самим узнавать на сайте банке! Вопрос, зачем тогда к карте подвязана смс уведомления? И за какое обслуживание я должна платить, если не пользовалась картой с апреля месяца, и никаких денежных оборотов там больше не совершалось??????
",Negative
"Добрый день! Подскажите пожалуйста, можно ли в приложении ПУМБ 24 заказать справку о доходах для заполнения декларации?",Negative
"
Доброго дня, мене звати Олександр. Колись мав нагоду взяти кредит у приватбанку, було 8000, потім підвищили до 25000 шляхом нав'язування. У житті так склалося, що не мав роботи деякий час (а саме на привеликий жаль — більше року). За цей час мені встановили борг 74000 (що майже втричі більше ніж було за нав'язанними умовами банком). Зараз нарешті влаштувався, та вирішив оформити ФОП з рахунком у приватбанку, з метою, щоб надалі розраховуватись частинами. При першій же транзакції, коли зайшли гроші, на які я розраховував (аліменти, поміч бабусі та інші борги), приватбанк списав всі кошти в свою користь. Таким чином я вважаю їх дії незаконними. Я залишився без грошей, потрібно за щось жити, є також обіцянки, які я не можу виконати «завдяки» приватбанку, не дивлячись на те, що я очікую на судовий процес с приватбанком у квітні, звичайно я цю ситуацію використаю проти приватбанку. Так що я не рекомендую зв'язуватись з приватбанком, котрий вважає, що має право засовувати свою руку до моєї кишені і таким чином вирішувати питання. Дякую за увагу.
",Negative
"Как восстановить вход в систему Интернет- Банкинг, если указанный давно пароль утрачен?",Negative
"Я зробила оплату по кредиту 28.09, по графіку потрібно оплатити до 15.10.мені сьогодні прийшла см.про нагадування оплати по кредиту.як мені перевірити оплату, я зараз знаходжуся за кордоном.дякую",Negative
"почему увеличивается сумма кредита если я плачу регулярно и в каком отделении закрыть кредит на проспекте металургов 21а могу это сделать, на гарячей линии не соединяют с оператором если говоришь о закрытии что за банк",Negative
"27.01 .2020 я хотела снять деньги со своей карточки 4402 7112 8732 3818 в банкомате по пр Победы 67, на счету было 1770 примерно, я сняла 1000, а на счету осталось примерно 145 гр куда делись остальные деньги не понятно, чек у меня на руках снятие было одно, снятие было 10.53.14, номер операции 3629, прошу неотложно разобраться и возвратить средства!",Negative
"
В связи с утерей зарплатной карты, карта была заблокирована. 17.04.2019 была написана заява на получение денег через кассу Полтавского отделения банка по паспорту. Деньги сразу не выдали. Уехал на работу в Котельву. Сегодня 13.05.2019 приехал в Полтавское отделение банка ( проживаю в Харьковской области) чтобы наконец то получить свои заработанные деньги, но не тут то было, а заявы моей то нету, предложили написать новую и приехать через три дня, а это 100 км+ 200 грн на проезд. А зарплата мне нужна сегодня. Скажите сколько нужно писать заявлений, что бы получить свои деньги? Впечатление, что живем в каменном веке.
",Negative
"У меня на руках официальная распечатка Универсалбанка на трех листах, по ежедневному начислению процентов. В конце срока указано, что я должен получить на руки 53 279.78 грн. Я получил 52 685.19… Когда мне будут возвращены мои деньги? Или я приду в банк и буду требовать расторгнуть существующий депозитный договор, и буду скандалить там до тех пор, пока мне не выплатят все мои деньги. *** у вас будет репутация",Negative
Я забыл логин для входа в приложение как его можно восстановить,Negative
"
Увидел рекламу по тв. Открой депозит на 10000 грн, потрать 10000 и получи шанс выиграть авто. В принципе я азартный человек, и так или иначе моя семья пользуется кредитками других банков. Обратился в бот узнать в течении какого времени нужно потратить 10000 грн. Ответа не получил. подключилась оператор, но ответа так и не полуычил. На страницах с кредитными картами ставки за границами льготного периода указаны далеко не везде, оператор не отвечает на этот вопрос. Порылся нашел сам 5% в месяц, это 60% годовых, если не указана базовая ставка, то возможно еще есть и скрытые комиссии. Кроме того оператор так и не сказал за какой срок нужно потратить 10000 чтобы принять участие в розыгрыше. А по факту лучше бы снизили ставки до адекватных и научили операторов, и тогда клиентов было бы больше и не надо было бы тратить лишние деньги на рекламу и авто.
",Negative
Как поменять номер смс банкинга в таскомбанк ,Negative
Д.день. Пользовался зарплатой картой. Уволился.Для прекращения взыскания платы за GSM банкинг достаточно заблокировать карту онлайн или по горячей линии или нужно ехать в отделение подписывать заявление и закрывать счёт?,Negative
Как мне можно узнать готова у меня карта или нет? Подавали документы где-то неделю назад? Чтоб зря не ехать в банк. Спасибо,Negative
"
11.02.2020 на карту Card Blanche White был зачислен кеш-бек за январь 2020 в суме 225,51 грн. Следующей проводкой Банк списал эту же сумму (копейка в копейку) с формулировкой «погашение срочных процентов по кредитному договору».
12.02.2020 Банк, в порядке ежемесячного информирования, прислал SMS о том, что минимальный платеж по кредитной карте, подлежащий внесению до 27.02.2020, составляет 1099,42 грн. (5% от суммы израсходованных кредитных средств до 1 числа текущего месяца).
Следует отметить, что 17.01.2020 Банк таким же способом проинформировал о сумме минимального платежа в январе, которая составляла 252,11 грн. 
Несложные арифметические расчеты показывают: чтобы не платить банку никаких процентов, до конца января необходимо было внести 5042,20 грн. (252,11*100/5)., а для того, чтобы закрыть обязательные к погашению суммы в текущем месяце, до конца февраля необходимо внести 21988,40 грн. (1099,42*100/5).
Что касается января, то вместо 5042,20 грн. карта была пополнена на 5100 грн. 
19.02.2020 решил вывести карту в «нуль», и перечислил на нее всю сумму использованных кредитных средств, включающие все транзакции по состоянию на текущую дату. Другими словами, перечислил на карту не 21988,40, а 27390,26 грн.
Однако карта в «нуль» не вывелась — деньги были зачислены на нее лишь на следующий день (что примечательно), при этом двумя отдельными проводками от 20.02.2010 (19,75 и 383,72) Банк списал с карты 403,47 грн. с той же самой формулировкой (погашение срочных процентов по кредитному договору).
Перед звонком на горячую линию 20.02.2020 оплатил картой счет в кофейне на 40 грн.
Оператору горячей линии среди прочих были заданы вопросы о природе списанных с карты средств на общую сумму 628,98 грн. в виде процентов (1), и о базе задолженности, на которую они были начислены (2). Оператор ответила, что я не в полном объеме погашал задолженность ранее (читай — я не должен верить SMS Банка), за что и были списаны проценты, а на второй вопрос ответ не может быть дан в связи с отсутствием такой информации.
Тогда я задал такой вопрос — все ли проценты были списаны с карты из суммы поступления на 27390,26 грн., или они продолжают начисляться каждый день на неизвестную мне сумму. И совсем конкретно — если я сегодня внесу текущую задолженность, которую отображает Банк (443,47 грн.=403,47+40), будем ли мы в расчете? Оператор ответила просто: чтобы не платить процентов дальше, мне сегодня через кассу Банка следует внести на карту 550,22 грн. (т.е. на 106,75 грн. больше текущей задолженности).
Объяснений этому волшебному начислению процентов она дать не смогла в виду отсутствия информации.
Я это называю «долговой капсулой». А вы?
P.S. И в приложении, и в настольной версии, раздел «тарифы» недоступен.
",Negative
"Здравствуйте, как восстановить пароль для входа в ПУМБ онлайн?
https://online.pumb.ua/ru/security/remind- не открывается",Negative
"Я оплатив візовий збір, але не прийшов у визначену дату, потім написав заяву на повернення коштів, кошти ще не повернуті, а чи можу я знову оплатити візовий збір? ",Negative
"0997636024 жду предложений, только без хамства и угроз пожалуйста",Negative
"Добрый день.Подскажите как я могу узнать задолженность по кредиту Лысенко Галина Максимовна, ето моя мама, пожылой человек она неможет передвигаться а в банке данные недают.",Negative
"Пожалуйста, дайте письменное подтверждение о том, что кредит по карте погашен. В телефонном режиме подтверждение я получила. С уважением -Елена ",Negative
"В вашем банке просто ужасные сотрудники, научите их разговаривать, я нормально спокойно позвонила объяснила ситуацию и вместо того чтобы предложить мне решение проблемы посыпались угрозы хамство маты, вы вообще в своём уме, я согласна продолжить платить кредит, прошу заметить что я и не отказывалась но хамского отношения я терпеть не буду, штрафы платить тоже не собираюсь поскольку если бы не тупость ваших сотрудников их бы не было, я согласна платить с даты последнего платежа, и хватит мне угрожать ",Negative
"
Не отдают 149900 
сижу в банке уже 40 минут 
отказ в увеличении﻿﻿ лимита на разовое снятие
Отказ не объясняют
",Negative
"Какая реальная стоимость кредита при оформлении супер рассрочки с льготным периодом в 10 месяцев?

На сайте где я собираюсь совершать покупку пишут:
Условия оформления кредита со льготным периодом на 10 месяцев в АО «Альфа-Банк»:
· Официальное трудоустройство (обязательно) Возраст от 21 до 70 лет
· Первоначальный взнос — 0% от стоимости товара
· Сумма кредита от 1 000 — 100 000 грн.
· Срок кредитования — 12-36 месяцев
· Годовая процентная ставка — 0,01%
· Разовая комиссия — 0%
· Страховка разовая – 5%
· Ежемесячная комиссия — с 1 по 10 месяц — 0%; начиная с 11 месяца – 3%
· Досрочное погашение без дополнительных комиссий

Если я погашу кредит в течении льготного периода? 6%? (5% (страховка) + 1% (наценка)?) Можно ли отказаться от СМС и других растрат?
Какая реальная стоимость данного потребительского кредита?",Negative
"
Ми, юридична особа, неприбуткова організація (ОСББ). Проте рух коштів регулярний, залишки постійні, навіть впродовж декількох років мали депозит. Роботу з Ощадбанком почали з 2015р. Все було, на мій погляд, добре. 
З переходом на новий інтерфейс Клієнт-Банку (в лютому 2019) ми не мали доступу до депозитного рахунку, що унеможливило формування виписки для бухгалтерського та фінансового звітів. Доводилось щомісячно бігати у відділення за випискою, що, в свою чергу, нівелює сам функціонал «Клієнт-Банк». Неуважний менеджер (дівчина) часто надавала виписку не по депозитному рахунку, а по рахунку нарахованих відсотків. На мої звернення до нашого менеджера щодо доступу до депозитного рахунку, лунала відповідь: «Ми нічим не можемо допомогти, так працює Клієнт-Банк». До відділення також подали письмове звернення по даному питанню. Відповіді не дочекались. Звертались за телефоном технічної підтримки, все марно.
Крім того, на операції з договірного списання (РКО) у нас замість «меморіального ордера» формувалось «платіжне доручення» (порушення п6.5 Глави 6 (Договірне списання) Постанови НБУ №22 від 21.01.2004. «Про затвердження Інструкції про безготівкові розрахунки в Україні в національній валюті»).
03.03.2020р. подали заяву на закриття рахунку. Оплатили усі комісії банку. Станом на зазначену дату руху коштів і залишку не було. Але рахунок до сьогоднішнього дня (11.03.2020р.) не закритий, чим порушено п.149 (Розділ XIV. Закриття рахунків клієнтів банків) Постанови НБУ №492 від 12.11.2003 Про затвердження Інструкції про порядок відкриття і закриття рахунків клієнтів банків та кореспондентських рахунків банків — резидентів і нерезидентів.
Відомі і інші фактори порушень вимог державного регулятора державною установою. Але вищезазначений стосується нашого обслуговування.
",Negative
"Что за номер, +380487100276? Представляется как «Пивденбанк»",Negative
"Добрый день! Подскажите пожалуйста график работы отделения по адресу г. Кривой Рог, Гагарина, 38 в праздничные дни.",Negative
Приветствую. Просьба сообщить решение проблеммы по отзыву от 17.05.2019 насчет неправомерной задержки зачесления средств (универсальный договор по которому работа с физлицами в течении 1 дня зачисление). жду ответ. спс.,Negative
"
Из России 09.03 мне делали два перевода, была на карте одна сумма, якобы платеж не попал в выписку, а попал аж 11го числа когда курс рубля уже упал, и в итоге сняли с карты 134гривны. Теперь карта в минусе. В каком банке такое видали, когда вам кидают деньги в другой валюте, приходит одна сумма, завтра курс падает, и они считают по завтрашнему курсу. Конечно выгодно, сотни тысяч человек так надурить, и банк за сутки уже имеет 1.340.000грн у себя на счету. Отвратительное обслуживание банка. Не рекомендую открывать счета у них вообще
",Negative
"
С 2015 года являюсь клиентом банка, не по своей инициативе, по зар. платному проекту. 23.03.2019 года при попытке получить заработную плату с карты мастер кард, выданной АО «СБЕРБАНК» в банкомате Универсал банка мои деньги были списаны с карты, но банкомат их не выдал. Звонил и с СБЕРБАНК и в УНИВЕРСАЛ БАНК. Результат нулевой. Ждал до 25.09.2019г. выписки из банка. Никто ничем мне не помог. 25.09.2019г. выписка прошла удалось оформить жалобу. Срок рассмотрения жалобы 90 дней. Предложил вариант ускоренного рассмотрения жалобы с выплатой денег в течении 15 дней, но с условием что окончательное решение только в течение 90 дней. Если вдруг банк решит, что я виноват, то я должен вернуть сумму на 20% больше, той которую мне типа вернут. Теперь еще 90 дней необходимо платить АО «СБЕРБАНК» за «достойное» обслуживание клиента, т.к. в другом случаи потеряю свои деньги.
",Negative
"Добрый день. Подскажите, мне уже больше недели не приходит смс-подтверждение на совершение любой операции по карте. Не могу элементарно пополнить счет на телефон. Ничего не меняла, ни номер телефона, ничто другое. Помогите решить проблему",Negative
"Здравствуйте!

Сегодня делал оплату картой 5366 39** **** 4894 покупки в интернете:
POS PURCHASE, POS PURCHASE I0130J2T PB_LP_MISCELLAN Rozetka

Но в пришедшем смс сообщении не увидел уведомления о сумме начисленного кешбека. (Должен быть 1%). Почему? Это была именно эквайринговая попупка, а не р2р перевод. Просьба начислить cashback!..

С ув., Р.
ИНН 2997515371",Negative
Что делать если банкомат банка не вернул мою карту?,Negative
"Можно ли пользоваться картой зарегистрированой, в Украине на территории РФ её не заблокируют когда пересечешь границу?
",Negative
"
Не выплачен бонус в размере 200 грн, согласно акции о первом использовании кредитного лимита более 500 грн.
",Negative
Помогите подтвердить платёж с моей карты,Negative
"Доброго дня, підскажіть будь ласка чи можна повторно сплатити візовий збір без повернення коштів за минулий, якщо не явився в призначену дату на подачу документів до візового центра?",Negative
"
Решил закрыть депозит и забрать деньги с банка.
Консультант физ лиц. сказала, что могу приходить на следующий день в 9:00 за деньгами.

Пришел в 9:00 и мне тот же самый консультант сказала, что нужно ждать до 10:00, пока деньги перейдут на текущий счёт. 

В итоге, мне пришлось сидеть в ожидании полчаса.
На вопрос «зачем говорить, что я могу прийти на 9:00, если ещё нужно ждать до 10:00» — консультант отвечала с явным раздражением.

После этого ещё пришлось ждать 5 мин у кассы пока придет кассир.

Учитывая подобный опыт, желание сотрудничать с этим банком явно отпадает.

P.S.
Кроме того в этом банке есть ещё гениальная особенность — закрыть карту можно только в отделении, где ты ее открыл. В другом отделении или по телефону это сделать нельзя. Очень удобно и современно.
",Negative
"
Более отвратного банка не встречал в своей жизи, естественно добровольно ни один здравомыслящий человек иметь с ними дело не будет, просто принудительно всучили карточку этого недобанка для получения зарплаты, это тихий ужас, на весь район один банкомат и в добавок никогда нет наличности, получается, что-бы снять деньги приходится совершать 5-6 походов к этому чертовому банкомату, по возможности бегите от него, хуже обслуживания не встречал!!!
",Negative
"
Сегодня заблокировали мой счет из-за того, что в мобильном приложении банка был технический сбой!

Технический сбой по вине банка, а страдает клиент. И не факт, что счет разблокируют сразу, судя по отзывам на сайте.

Очень жаль, что один из банков, в котором счет открыт с 2009-го года, превратился в такое посмешище, когда клиенту нужно отпрашиваться с работы, чтобы посетить отделение. И у не у всех есть такая возможность как бы. Почему нельзя решить все вопросы онлайн или в телефонном режиме.
",Negative
