text,category
"
Я инвалид 1-й группы передвигаюсь с помощью инвалидного кресла коляски, просрочка по платежу два дня, я говорю, что сейчас денег нет, вы начинаете кричать на меня и начинаете угрожать, что приедет выездная Группа выбьют у меня деньги, меня и так жизнь покалечила. у меня просрочка 2 дня
",Negative
"
Ни в ком случае не имейте дела с этим горе недоразумением.Первое — персонал — абсолютная некомпетентность тупость и отмороженность при решении любого вопроса. Второе — за два дня просрочки по их же вине — какие- то ими придуманые штрафы.200, 500 грн. Обращение в отделение как в черную дыру — никакие жалобы не доходят. Третье- данная организация боится клиентов как огня. Вся служба поддержки переведена в режим общения с роботом оксаной. такая же тупая функция как и работники этого убожества. Все хвалебные оды в адрес этого заведения — чистая ложь.
",Negative
"
Никогда не связывайтесь с этим банком. 1. Много скрытых комиссий и платежей при оформлении и в процессе пользования картой, — «покупаете на сотню, слизывает три». 2. Неоднократные штрафы за просрочку (1день — 100грн, 2-ой день — 500грн, и т.д.). 3. Неудобства с возвратом средств на карту или кредит: комиссия в кассе +50грн, в банкомате +15грн, но при этом меньше полтинника банкомат не принимает. При оплате с карты другого банка деньги идут трое суток!!!, из-за чего я по незнанию регулярно ловил штрафы. 4. Регулярные СМС-ки и звонки от ихних колл-центров довольно грубого содержания, вплоть до неприкрытого шантажа и грубого вмешательства в личную жизнь. Итог моей эпопеи с этим банком — срочная перекредитация, ибо иначе был большой риск, — долг рос как снежный ком, и полного расчёта на горизонте не наблюдалось.
",Negative
"
Последнее время сотрудничество с этим банком не вызывало проблем. Но вот произошла принеприятнейшая ситуация…
Мне необходимо было оплатить кредит. В этот день мой ребенок заболел и я была занята исключительно им. В 11 вечера попыталась зайти в личный кабинет, чтобы сделать платеж, но мне высветилось о проведении регламентных работ. Никто ничего не присылал, никаких уведомлений от банка не было. Думаю, через 5 минут повторю попытку. Но ни через 5 минут, ни через полчаса я так и не попала в личный кабинет. Дозвонившись на горячую линию, узнала, что работы закончаться нераньше часа ночи и что банк не обязан об этом предупреждать. Ребята, ау! Вы в своем уме? Как не предупреждать своих клиентов о столь длительных проблемах????? Люди на что-то надеятся, планируют… я успела сделать платеж, только благодаря тому, что быстро бегаю…
Буду переходить в другой банк, не хочу больше надеяться на скорость своего бега!
",Negative
"
23.01.2020 года, во время обеда я зашёл в это отделение пополнить свою карту, а затем через неё свой депозит, для этой цели у меня была мелочь по одной гривне в сумме 965 грн. Так как был обед, мне пришлось 30 минут ждать его окончания, чтобы в очереди в кассу я был первый. После окончания обеда, я подал кассиру один пакет с 500 грн. монетами, на что она начала выталкивать пакет назад из окошка, рассказывая, что они мелочь не принимают и считать она их вручную не будет, так как у неё очередь, хотя я стоял первый и являюсь клиентом А-Банка, имеющего депозит не на одну 10-ку тысяч гривен. Потом начала мне рассказывать, чтобы я пошёл их менять в Ощадбанк и ПриватБанк, а потом приходил к ним, после такого разворота событий, я бы мог и так пополнить свою карту без визита к ним. После отказа кассира принять законную денежную единицу Украины, пришлось спрашивать где управляющая отделением, управляющей позвонила сотрудница отделения и спросила когда она будет, на что мне ответили, что она будет через 20 минут, пришлось и её ещё ждать. После её прихода в отделения, просьбу пополнить мою карту проигнорировали, был дан ответ с хихаканьем, что у них нет машинки и у них нет времени этим заниматься и что они могут соизволит посчитать только 500 грн., а остальное приносите завтра. Итог этому всему действию — карту я не пополнил, депозит тоже, деньги мне обменяли в другом банке без всяких вопросов. Очень печальная реклама банку и как вы собираетесь наращивать после таких выходок, клиентскую базу банка. 
Теперь думаю закрыть у вас карты и после окончания депозита и его.
Не рекомендую! И на напоследок.

Нормативные акты Национального Банка Украины гласят: финансовые учреждения не имеют права отказывать украинцам не только в приеме монет, но и в обмене их на наличность более крупного номинала. Согласно пункту 7 Инструкции о ведении кассовых операций банками в Украине №174, банк (филиал, отделение) обязан совершать по требованию клиента обмен банкнот на монеты, монет на банкноты, банкнот (монет) одних номиналов на банкноты (монеты) других номиналов.

http://zakon.rada.gov.ua/laws/show/z0790-11
",Negative
"
Алла, Валерия, Ольга, Светлана всегда внимательны, отзывчивы. Во всем помогут, подскажут, покажут. Не было ни одной ситуации за 5 лет, чтобы остались вопросы или произошли недоразумения. Отдельно хочется отметить всегда хорошее настроение, с которым уходишь из этого отделения. И куда хочется возвращаться еще и еще!!!
",Positive
"
Оформляла оплату частями, ранее все было номр, второй раз с меня сняли первый взнос и сразу отказали в кредитете, деньги не вернули, считаю просто обворовывают людей. Первый раз было все норм — видно для завлекухи, а дальше простое обкрадывание люей просто -напросто, думаю если вернут средства, онулирую карту, чтоб еще каких-нибудь сюрпризов не было. Оценка — о банку, воры! Надеюсь банк долго не просуществует.
",Negative
"
Банк с негативными отзывами, и не напрасно, лучше не связывайтесь с ним, заманивает выгодными предложениями, а по сути ноль!!!
",Negative
"
Вопросы действительно есть к этому банку по поводу комментариев, что он является «злачным местом». С незаконным использованием моих личных данных на меня оформлен кредит, документы по этому кредиту я у компании «Кредитора» вытягиваю через суд. Номер карты на первое заседание принесли не весь — часть знаков отсутствует, но карта выдана этим банком. Написала  запрос в А-банк официальный — «открыты ли на мое имя у них счета?» пришел ответ- обычная распечатка на принтере без мокрой печати без указания имени на кого эти счета запрашивались. А только ответ «на ваш запрос сообщаем, открытых счетов нет» Ни имени на кого этих счетов нет, ни мокрой печати. Это ответ начальника.  Ребята, давайте уже думать головой наконец. Одни в суд принесли анкету, и не полный номер карты, якобы моей, выданной якобы мне вашим банком — это называется у них выданный кредит, другие не могут ответить четко и внятно на запрос, что б было понятно и можно было б этот ответ использовать в суде, есть ли у них  открытые счета или нет, с четким указанием имени и фамилии. 
",Negative
"
ешила в очередной раз оплатить рассрочку, но не тут то было!!! Т. К. Изменились данные счетов, в соответствии с новым законом, я так и не смогла узнать новые реквизиты для оплаты.Позвонила на 7776, сказали обратиться в онлайн чат, обратилась туда, предоставила все данные, которые запрашивали(фото с паспортом, номер телефона, Инн) и тишина. Потратила на это около 2-х часов времени. После чего позвонила снова на 7776, где мне ответили, что ничем помочь не можем и вообще такие данные по телефону мы не предоставляем. Что за бред?????? Вы на рабочем месте находитесь!?!!!?? Вот и я тоже на работе, у меня нет возможности идти в отделение банка. Это вообще не мои проблемы(смена счетов) и т. Д. Вы должны оповещать ваших клиентов о смене реквизитов, это прописано в том же законе!!!
Это уже не первая ситуация такого рода с этим банком!!! Никто ничего не знает, помочь ничем не может!!! НИКОМУ НЕ СОВЕТУЮ ЭТОТ «БАНК». ЭТО ПРОСТО ТРАТА СВОЕГО ВРЕМЕНИ, НЕРВОВ И ЗДОРОВЬЯ
",Negative
"
Купила в магазине алло телевизор. Воспользовалась услугой плати частями. Телевизор оказался бракованным, магазин вернул средства в банк. Обещали рассмотреть заявку от одного до трёх дней. Подали 12.01. Выплата по кредиту у меня 19.01. Банк за это время заявку не рассмотрел, говорят, что подают на ускорение, каждый раз, когда я к ним обращаюсь. Звоню и пишу специалистам, чтобы узнать, как выплачивать средства за несуществующий товар, они говорят и пишут, что подали заявку и надо ждать, но уже более трёх дней. Сколько именно ждать никто не уточняет. Как платить и платит ли вообще не говорят. В чате уже совсем отвечать перестали. Такое ощущение, что никто никаких денег мне не вернёт. Да, я хотела повторно воспользоваться этой же услугой и взять новый телевизор, мне его отложили в магазине, но теперь как быть я не знаю. Пишу и звоню, но никто ничего не говорит, кормят одной и той же фразой, что надо ждать. А чего ждать, если у меня проценты при неуплате кредита пойдут? Ужасное отношение банка, терпят нервы и ничего не делают.
",Negative
"
Мне дали кредитный лимит и его не уменьшают, из банка не звонят, ничего не списали, в очередях не прозябал — что я делаю не так?))
",Positive
"
ходили в банк с мужем оформили ему зеленую карту а в итоге нам кредит так и не дали а только кормили обещяниями извините конечно но *** оно надо.
",Negative
"
Блокируют вход в АБанк24. Не могу просмотреть состояние кредитной карты.
",Negative
"
Стала жертвой развода, а именно пакупая товар оплатила всю сумму на расчетный счет клиента А-банка. Имея чек о оплате с номером и Фамилией мошенника не смогла вернуть украденные деньги, так как А банк поставил условия что только ставши их клиентом и получив карту они будут расматрывать это дело, по этому хочу сделать вывод и заявить что А -банк не несет никакую ответсвенность и является злачным местом для мошенников.!!!
",Negative
"
Добрий день. Вирішив подивитися канал Нетфлікс. Підписався на канал, перший місяць безкоштовно, 1 євро за реєстрацію. На сайті було написано що подальшу оплату мені потрібно буде підтверджувати. Ок. Не сподобався мені канал, і чесно кажучи забув я за нього. Через місяць, у вересні 2019 з мене банк списав 10 євро. В цей жеж, день, я подав заявку, щоб кошти повернули так як я послугою не користувався, і не підтверджував оплату. В банку мене запевнили, що обовязково розберуться, кошти тільки заблоковані банком, через 30 днів будуть повернуті. Пройшло 30 днів, я до банку, Банк дуже радий мені допомогти, але ще треба чекати 55 днів. Добре, чекаю. В грудні пішов у відділення, так як всі терміни вже пройшли, сказали що ще розбераються. Після нового року звернувся до банку, сказали що пришвидшили розбиратися. 14.01.2020 знову звернувся, до консультанта, довго мене перевіряли, чи я дійсно той, а потім відповіли щоб я звернувся на сайт Нетфлікс щоб той мені повернув кошти, що ніби вони дзвонили до мене але не могли додзвонитися. Короче банк хреновий, ніколи за клієнта не заступиться, і якщо у Вас вкрадуть з картки велику суму скажуть звертайтеся до злодія, він вам поверне. Крім того збрешуть що Вони Вам дзвонили, але невідомо хто і невідомо коли.
",Negative
"
Решил оформить себе карту с кредитным лимитом «на всяк случай», на гарячей линии всё красиво девушка рассказала, я и повёлся. Провел полтора часа в очереди к специалисту и получив карту, вышел и вздохнул. Сказали в течении суток придёт кредитный лимит и можно будет активировать карту. 
Прошли не одни сутки, а кредитного лимита так и нет. Было дело задумался пополнить личними средствами, но в последний момент остановился. 
Вот и задумался: как одобряют карты и обещают лимиты на карту, а потом банк только сообщения шлёт о возможности оплаты услуг через их банк.
Нах… ена она мне нужна такая карта.
",Negative
"
Після смерті чоловіка залишилася його кредитна картка не погашена. Надала довідку про смерть, щоб не нараховували відсотки. Пройшов майже місяць, а відсотки так і не списали.
",Negative
"
Чтобы заплатить по рассрочке через карту банка в кассе мне понадобилось 2 минуты работы кассира и ЧАС ожидания. И вопрос не в большом количестве клиентов передо мной, а в скорости работы и ее организации. Когда я пришла в банк в кассе был один человек и двое в очереди. За пол часа кассир закончил обслуживание 1 человека и обслужил еще одного из очереди передо мной, + обслужила еще человека без очереди — депозитчика, у них все депозитчики обслуживаются вне очереди. А второго человека передо мной в очереди отправила узнавать реквизиты. Когда я подошла к кассе мне сказали- ожидайте 10 минут и кассир вышла одетая на улицу. Покурить или в магазин… не знаю, но туалет у них явно не на улице. Сказала мне кассир ожидать 10 минут в 12.00, в то время как с 13.00 до 14.00 у нее обед, и после меня было в очереди еще 3-4 человека. После возвращения кассир обслужила еще 2-х людей без очереди, опять таки депозитчиков. К этому времени очередь в кассу набралась большая и змейкой уходила в другой зал. Касса одна, и ее мало. 
Да, я могла заплатить через терминал, но зная банки, я плачу через кассу, чтобы у меня была на руках квитанция с живой подписью и печатью банка. Также всегда беру справку об отсутствии задолженности. 
Я человек работающий, перерыв у меня также с 13.00 до 14.00. Выйти в банк в свое обеденное время я не могу- касса закрыта. Я потеряла час времени. Рабочего времени, которое мне никто не вернет, и за которое мне никто не заплатит. 
Может в других отделениях банка ситуация и лучше, не знаю. Желания бегать по городу в поисках лучшего отделения банка нет, как и времени собственно. Для себя решила — никогда в жизни сотрудничать с этим банком не буду.
",Negative
"
08.01.20.пополнит карту а банка на 3000гр, до пополнения карты сумма задолженности была 32400на следующий день зашёл в приложение, сумма задолженности 31200, позвонил оператору, подали заявку в технический отдел, сказали всё исправят,10.01.20 позвонили с а банка, сказали, что всё исправили, зашёл в приложение, как было так и осталось, зато все танзакции которые были до этого переделали на недостающую сумму 1800, для того чтобы доказать свою правоту оператору, я с каждой транзакции должен был делать скриншот, никому не советую иметь дело с этим банком, как только ты зашёл в банк, ты клиент, как только взял кредит, ты должник
",Negative
"
пришло письмо от а-банка, где получателем указано лицо, которое не проживает, не проживало и не было зарегистрировано по данному адресу!!! позвонив на гарячую линию, узнал, что клиент при заполнении бланка указывает фактический адрес проживания, который они не проверяют!!! для исключения моего адреса из «рассылки» необходимо предоставить в ближайшее отделение банка справку о том, кто зарегестрирован по данному адресу, которую они прикрепят к моему заявлению и будут рассматривать в течении нескольких дней!!!
мне интересно, они вообще вменяемые…
",Negative
"
Случилась такая история: потерял я карты(ключ-счёт, кредитку) и пошёл восстанавливать в банк. Я ФОП и у меня в а-банке был открыт счёт, которым на протяжении более 6 месяцев, я не пользовался. И вот мне говорят, что у меня задолжность, и сказать какая не могут, так как по картам всё норм и не понятно что это. Звоню на горячую линию и мне сообщают, что у меня задолженности по расчетному счету за обслуживание за 7 месяцев!!! Но я не пользовался счётом. Никаких движений средств!!! И о новость, теперь они берут деньги, как абонплату даже за 2 копейки на счету!!! И я уже числюсь в системе как злосный должник. И хочу заметить, банк в одностороннем порядке изменил договор сотрудничества и даже за 7 месяцев никаким, повторю, никаким образом не оповестил меня в этом. Ну думаю, черт с ним. Заплатил, закрыл все счета, проклял их и забыл. Но через полгода мне через приват не проводят договора, так как я числюсь в системе как должник с непогашенной просрочкой. Короче, канитель убки — банк, все друг на друга валят, что это они должны убрать. Убки сказали, что данные за пол года банк им не передавал. Пипец!!! За всю жизнь не просрочил ни дня, и теперь банки даже лимита не дают. Спасибо а-банк.!!!
",Negative
"
А-БАНК, закрыли мне ту просрочку, которую они мне нарисовали (после закрытия карты голд, списали 20 грн за пользование голд клубом и начисляли на это процент) но на сайте УБКИ эта ошибка так и висит, требую убрать задолженность за все месяцы, которые были начислены неправомерно! Моя кредитная история за последний год должна быть чистая!!! Если вы отказываетесь, напишите мне письменный ответ на электронную почту или по адресу, адрес сообщу в личные сообщения!
И не надо мне советовать брать справку в банке (как сделала оператор Елена ненадлежащим тоном, кстати!) — все исправляйте на сайте УБКИ!
",Negative
"
2,5 месяца назад подала заявление на закрытие текущего счета. В отделении забрали и разрезали карту. И сказали что счет закроется в течении 45 дней, о чем меня известят смс-кой. Прошло 75 дней. Позвонив в контакт центр, я узнала что у меня до сих пор не заблокирован счет и карта активна. Моему возмущению нет придела. Завтра поеду разбираться в отделение. И кто пишет хорошие отзывы про этот банк? наверное его работники.
",Negative
"
Добрый вечер, Неуважаемый банк! С вашей стороны был проявлен абсолютный непрофессионализм, чем Вы заполучили толпы недовольных клиентов, которые с первой же возможности перейдут к обслуживанию в другой банк, а именно: Весь собраный кэш-бэк с карты было списано без моего ведома и соглашения!!! На каком основании? Оценка качества предоставленных услуг — ноль!
",Negative
"
В банкоматах ТАСКОМБАНКА видають готівку з карток інших банків більше 1000гр.за раз. В інших банках такого нема.
",Positive
"
Я знакома с данным банком не очень давно, всего два месяца. Я имею в виду именно лично, чтоб пользоваться услугами. Так-то слышала про него давно. Но два месяца назад я решила оформить платежную карту и выбрал данный банк. 
Обслуживанием в отделении осталась в принципе довольна. Что касается отношения к клиентам и оказания услуг, меня все устроило. Карта моя была готова быстро (оформила Prepaid card от Mastercard). Что не понравилось, так это очереди в отделении. Долго ждала своей очереди, шум, гам. 
Но оно того стоило, картой я довольна. Понравилась, что она бесконтактная, удобно пользоваться. Ну и возможность снятия наличных в любое время тоже порадовала.
",Positive
"
попытался сделать регистрацию онлайн для ФОП. Загрузили все документы, заполнили всю информацию и даже выдали временный счет. Назначили дату встречи с курьером. Курьер в назначенный день не появился. Никто не звонил. Попытался узнать на сайте в чате, в чем дело. спросили ФИО и ипн и пропали. ждал более часа. Чат мертвый. Закрыл сайт. Прошел месяц, думаю может случайно попал на такого оператора. Но нет. История повторяется. Напишите ФИО, ИПН и выясняют до бесконечности. После второй попытки ставлю на таком банке крест. Это только регистрация. У людей есть контакты гарячие, но никто даже позвонить не хочет. Узнать, почему по клиенту есть вся информация, но он не работает еще. Боюсь представить как банк будет решать какие нибудь проблемные ситуации.
",Negative
"
Ездил на вакансию финмониторинг в Таскомбанк. Дегтяревская 4-А, 6 этаж. София Биляк, обещает по телефону собеседование с Руководителем Департамента финансового мониторинга Галиной Коцюбийчук, на Петлюра 30, метро Вокзальная. София ранее говорила, и я знал что в Банке проверки НБУ, по-этому собеседование постоянно откладывали. По факту обманула собеседование НЕ с Руководителем. По приезду в день Х cо мной общаются два Менеджера молодые женщины по подбору персонала София и Марина Шевченко. Думаю ладно, попал на первичное собеседование как студент. :) На самом собеседовании София даже не может назвать зарплату сотрудника банка в этом направлении. Её слова — Мы не можем вам предложить зарплату сотрудника которые работают у нас 2-3 года. По отношению к ним это будет не справедливо. Так это всем понятно, что если зарплата не указанна в объявлении — новому сотруднику не предложат справедливую зарплату (которая указанна в объявлении), предложат меньше. Но ваш HR София, вообще не может ничего предложить, зачем тогда приглашать на собеседование, если зарплата не озвучена, это предмет «супер секрета»? (Хотя в самом первом интервью по телефону она её сказала, видимо забыла) В чем тогда её справедливость, по отношению ко мне — просто молчать? Наемный сотрудник продает время своей жизни, он должен знать цену, сумму которую ему предлагают? Для понимания вообще — согласен он себя предложить за эти деньги, или нет? Как мне понять что я хочу работать конкретно в этом Банке? Как вообще в жизни можно что либо продать, или купить, если ты не знаешь цену товара? Как сам Банк продает эту вакансию будущему сотруднику, кандидату? Тем более ты работаешь в таком важном для банка направлении, как финмониторинг. Вы так София только мошенников понабираете которые при увольнении, работая у вас последнюю неделю, дни, оставят вам «хвосты». Где-то не досмотрят, специально сделают Банку проблемы. Нельзя в шкуру лоха, одеть не лоха. Также искать Специалиста без цены. Уважаемое Руководство Банка. Проведите пожалуйста беседу со своим HRом, чтобы он компетентно предлагал-продавал вакансию Банка – рассказала условия труда, график, зарплату. Тогда пазл сложится в картинку которую можно будет увидеть. Я всё понимаю — Банк решает подходит кандидат на эту должность, или нет? Сотрудник тоже должен решить для себя подходит работодатель ему, или нет? Если в вашем понимании зарплата по итогам собеседования, собеседование прошло, где итог? Нормальные компании они не стесняются показать тот уровень дохода-зарплату которая будет ожидать человека. Как правило, это не самый важный вопрос — у нас такая зарплата после вычита налога такая, всё. Человек только в комфортных условиях может максимально раскрыться, работать долго и продуктивно на результат и вообще быть довольным собой и работой.
",Negative
"
Галімий банк!!! З усіма вихідними, Сьогодні зайшов на відділення закрити Мультивалютну картку. Директор відділення взяла заяву про закриття, карточку порубали, відправила погуляти, томущо через некомпетентність одразу немогла сказати скільки там боргу, і чи взагалі він там є? Зателефонувала через 5 годин сказала що я повинен заплатити 500 грн., це штраф, і річна плата за користування. Питання: то для чого я її порубав, якщо з мене за рік наперед беруть 365 грн, + штраф150 грн. Тут або штраф 150 грн і закриття картки, або користування і плата 365 грн. Ще через дві години я передзвонив їй, то вона вже каже що я винен тільки 365 грн. 3 п’ятниці на тиждень у цієї жіночки, звуть Катерина Василівна! Начальник відділення у Чернівцях по вул. Хотинській Епіцентр. Питання в тому, що я клієнт банку, і якби оця некомпетентна особа, одразу подивилась на рахунок і сказала що я повинен Обов’язково заплатити 365 грн і користуватись ще рік, я б картку не ліквідовував, а тепер я повинен заплатити 365 грн, За те що я свою картку ліквідував. Такі працівники як Катерина Василівна кидають п’ятно на Таскомбанк, людина некомпетентна
",Negative
"
Я-Добрый день, где мой бонус за Пудра?2 мес. уж миновало и ждать ответа оператора меня достало…

Єлизавета (8721) приєднався до чату

Єлизавета (8721)
Добрый день. Ваш запрос находится в работе.

Я-я это без вас знаю, долго очень… в работе, меняйте сотрудника

Єлизавета (8721)
Повторно направили запрос.

Я-повторно было три дня назад…

П.С.#PudraCard- До 15 числа следующего месяца, после выдачи карты клиентом.
",Negative
"
Периодически ТасКом «забывает» начислять cashback за эквайринговые расчёты в интернете. Так, 16.12.2019 в 08:00 рассчитывался картой в интернете (оплата покупки) на сумму 764 грн.:

«Операція купівлі в торгово-сервісній мережі №20909133, 536639******4894…» 

Операция по счёту прошла несколько дней назад. Кешбека нет. Просьба произвести начисление!..
",Positive
"
Да уж… Банк просто великолепен! Если другие банки премируют за автолонгацию вклада, добавляют процент, то в ТАС вы в таком случае получите на 1% меньше, чем случае, если позволите депозиту закончиться и тут же переразместите его на новый срок. В частности, депозит «Стабильный». Причем, в TAS2U просто указана ставка без упоминания о том, что она уже содержит бонус, который при автолонгации пропадет. Ссылка на условия депозитной програмы в TAS2U ведет на старый сайт, который уже полгода не обновляется и содержит устаревшую информацию. На новом сайте по данному вопросу только одна завлекающая надпись «В TAS2U +1%!» И все, больше никаких подробностей. Причем, я прошерстил кучу документов на сайте — нигде не нашел сведения о том, что при автолонгации этот процент потеряется. Хотя, фактически лонгация тоже устанавливается и снимается в TAS2U. По умолчанию она, разумеется, включена )) Поскольку на сайте информацию не нашел, только в контакт-центре узнал, что в случае автолонгации, оказывается, никто ничего не обещал… А без этого процента проценты вообще унылые получаются. В общем, как бы, дали понять, что сам дурак. Вроде бы и мелочь, но вот какой-то неприятный осадок остался. И это банк, который считает себя системным. Кстати, за пару дней до окончания депозита, звонили из банка, предупреждали об этом. Я и говорил, что у меня автолонгация. Думаете, меня предупредили о возможных потерях, связанных с ней? Посоветовали, как поступить для большей выгоды? Ага-ага, щас же… Как-то это мелочно и не солидно.
",Negative
"
Ездил на вакансию финмониторинг в Таскомбанк. Дегтяревская 4-А, 6 этаж. София Биляк, обещает по телефону собеседование с Руководителем Департамента финансового мониторинга Галиной Коцюбийчук, на Петлюра 30, метро Вокзальная. София ранее говорила, и я знал что в Банке проверки НБУ, по-этому собеседование постоянно откладывали. По приезду в день Х cо мной общаются два Менеджера молодые женщины по подбору персонала. Думаю ладно, попал на первичное собеседование как студент. :) На самом собеседовании София даже не может назвать зарплату сотрудника банка в этом направлении. Её слова — Мы не можем вам предложить зарплату сотрудника которые работают у нас 2-3 года. По отношению к ним это будет не справедливо. Так это всем понятно, что если зарплата не указанна в объявлении — новому сотруднику не предложат справедливую зарплату (которая указанна в объявлении), предложат меньше. Но ваш HR София, вообще не может ничего предложить, зачем тогда приглашать на собеседование, если зарплата не озвучена, это предмет «супер секрета»? (Хотя в самом первом интервью по телефону она её сказала, видимо забыла) В чем тогда её справедливость, по отношению ко мне — просто молчать? Наемный сотрудник продает время своей жизни, он должен знать цену, сумму которую ему предлагают? Для понимания вообще — согласен он себя предложить за эти деньги, или нет? Как мне понять что я хочу работать конкретно в этом Банке? Как вообще в жизни можно что либо продать, или купить, если ты не знаешь цену товара? Как сам Банк продает эту вакансию будущему сотруднику, кандидату? Тем более ты работаешь в таком важном для банка направлении, как финмониторинг. Вы так София только мошенников понабираете которые при увольнении, работая у вас последнюю неделю, дни, оставят вам «хвосты». Где-то не досмотрят, специально сделают Банку проблемы. Нельзя в шкуру лоха, одеть не лоха. Также искать Специалиста без цены. Уважаемое Руководство Банка. Проведите пожалуйста беседу со своим HRом, чтобы он компетентно предлагал-продавал вакансию Банка – рассказала условия труда, график, зарплату. Тогда пазл сложится в картинку которую можно будет увидеть. Я всё понимаю — Банк решает подходит кандидат на эту должность, или нет? Сотрудник тоже должен решить для себя подходит работодатель ему, или нет? Если в вашем понимании зарплата по итогам собеседования, собеседование прошло, где итог? Нормальные компании они не стесняются показать тот уровень дохода-зарплату которая будет ожидать человека. Как правило, это не самый важный вопрос — у нас такая зарплата после вычита налога такая, всё. Человек только в комфортных условиях может максимально раскрыться, работать долго и продуктивно на результат и вообще быть довольным собой и работой.
",Negative
